Country,Year,PercResistant,Antibiotic
United Kingdom,2004,10.606060606060606,Amoxycillin clavulanate
United Kingdom,2007,25.0,Amoxycillin clavulanate
United Kingdom,2008,14.285714285714286,Amoxycillin clavulanate
United Kingdom,2009,2.857142857142857,Amoxycillin clavulanate
United Kingdom,2010,10.0,Amoxycillin clavulanate
United Kingdom,2011,0.0,Amoxycillin clavulanate
United Kingdom,2012,25.641025641025642,Amoxycillin clavulanate
United Kingdom,2013,12.631578947368421,Amoxycillin clavulanate
United Kingdom,2014,8.130081300813009,Amoxycillin clavulanate
United Kingdom,2015,7.874015748031496,Amoxycillin clavulanate
United Kingdom,2016,7.6923076923076925,Amoxycillin clavulanate
United Kingdom,2017,13.541666666666666,Amoxycillin clavulanate
United States,2004,9.217660728117739,Amoxycillin clavulanate
United States,2005,11.40983606557377,Amoxycillin clavulanate
United States,2006,12.359550561797754,Amoxycillin clavulanate
United States,2007,11.781445645987478,Amoxycillin clavulanate
United States,2008,11.048158640226628,Amoxycillin clavulanate
United States,2009,13.853904282115868,Amoxycillin clavulanate
United States,2010,11.83206106870229,Amoxycillin clavulanate
United States,2011,8.235294117647058,Amoxycillin clavulanate
United States,2012,10.227272727272727,Amoxycillin clavulanate
United States,2013,10.20812685827552,Amoxycillin clavulanate
United States,2014,7.365145228215767,Amoxycillin clavulanate
United States,2015,6.447368421052632,Amoxycillin clavulanate
United States,2016,5.662650602409639,Amoxycillin clavulanate
United States,2017,4.069767441860465,Amoxycillin clavulanate
Venezuela,2006,36.8421052631579,Amoxycillin clavulanate
Venezuela,2007,27.659574468085108,Amoxycillin clavulanate
Venezuela,2008,32.25806451612903,Amoxycillin clavulanate
Venezuela,2009,27.058823529411764,Amoxycillin clavulanate
Venezuela,2010,16.666666666666668,Amoxycillin clavulanate
Venezuela,2011,41.1764705882353,Amoxycillin clavulanate
Venezuela,2012,17.647058823529413,Amoxycillin clavulanate
Venezuela,2013,20.0,Amoxycillin clavulanate
Venezuela,2014,27.835051546391753,Amoxycillin clavulanate
Venezuela,2015,25.517241379310345,Amoxycillin clavulanate
Venezuela,2016,15.686274509803921,Amoxycillin clavulanate
Venezuela,2017,22.727272727272727,Amoxycillin clavulanate
Vietnam,2015,50.0,Amoxycillin clavulanate
Vietnam,2016,71.42857142857143,Amoxycillin clavulanate
Argentina,2004,82.45614035087719,Ampicillin
Argentina,2005,92.15686274509804,Ampicillin
Argentina,2006,95.34883720930233,Ampicillin
Argentina,2007,90.51094890510949,Ampicillin
Argentina,2008,95.90643274853801,Ampicillin
Argentina,2009,97.82608695652173,Ampicillin
Argentina,2010,100.0,Ampicillin
Argentina,2011,100.0,Ampicillin
Argentina,2012,97.1830985915493,Ampicillin
Argentina,2013,98.63013698630137,Ampicillin
Argentina,2014,94.28571428571429,Ampicillin
Argentina,2015,90.84967320261438,Ampicillin
Argentina,2016,94.57831325301204,Ampicillin
Argentina,2017,95.625,Ampicillin
Australia,2004,92.3076923076923,Ampicillin
Australia,2005,88.88888888888889,Ampicillin
Australia,2006,92.10526315789474,Ampicillin
Australia,2007,77.77777777777777,Ampicillin
Australia,2008,91.52542372881356,Ampicillin
Australia,2009,83.05084745762711,Ampicillin
Australia,2010,94.44444444444444,Ampicillin
Australia,2012,90.14084507042253,Ampicillin
Australia,2013,89.32038834951456,Ampicillin
Australia,2014,89.1566265060241,Ampicillin
Australia,2015,92.22222222222223,Ampicillin
Australia,2016,87.16216216216216,Ampicillin
Australia,2017,97.2027972027972,Ampicillin
Austria,2004,70.0,Ampicillin
Austria,2006,88.23529411764706,Ampicillin
Austria,2008,100.0,Ampicillin
Austria,2009,95.0,Ampicillin
Austria,2010,95.23809523809524,Ampicillin
Austria,2011,77.14285714285714,Ampicillin
Austria,2012,71.42857142857143,Ampicillin
Austria,2013,92.15686274509804,Ampicillin
Austria,2014,89.52380952380952,Ampicillin
Austria,2015,100.0,Ampicillin
Austria,2016,84.94623655913979,Ampicillin
Belgium,2004,92.85714285714286,Ampicillin
Belgium,2005,70.58823529411765,Ampicillin
Belgium,2006,96.7741935483871,Ampicillin
Belgium,2007,79.36507936507937,Ampicillin
Belgium,2008,91.80327868852459,Ampicillin
Belgium,2009,82.05128205128206,Ampicillin
Belgium,2010,89.1891891891892,Ampicillin
Belgium,2011,76.0,Ampicillin
Belgium,2012,91.50326797385621,Ampicillin
Belgium,2013,85.1528384279476,Ampicillin
Belgium,2014,87.25099601593625,Ampicillin
Belgium,2015,94.0,Ampicillin
Belgium,2016,90.31007751937985,Ampicillin
Belgium,2017,92.5925925925926,Ampicillin
Brazil,2004,100.0,Ampicillin
Brazil,2005,83.87096774193549,Ampicillin
Brazil,2006,90.9090909090909,Ampicillin
Brazil,2007,96.0,Ampicillin
Brazil,2008,93.33333333333333,Ampicillin
Brazil,2009,98.61111111111111,Ampicillin
Brazil,2010,100.0,Ampicillin
Brazil,2012,100.0,Ampicillin
Brazil,2013,92.94117647058823,Ampicillin
Brazil,2014,97.14285714285714,Ampicillin
Brazil,2015,87.83783783783784,Ampicillin
Brazil,2016,95.48022598870057,Ampicillin
Brazil,2017,96.69421487603306,Ampicillin
Bulgaria,2008,83.33333333333333,Ampicillin
Bulgaria,2009,95.57522123893806,Ampicillin
Bulgaria,2010,96.15384615384616,Ampicillin
Bulgaria,2011,100.0,Ampicillin
Canada,2004,73.80952380952381,Ampicillin
Canada,2005,78.78787878787878,Ampicillin
Canada,2006,66.15384615384616,Ampicillin
Canada,2007,82.97872340425532,Ampicillin
Canada,2008,76.47058823529412,Ampicillin
Canada,2009,78.76106194690266,Ampicillin
Canada,2010,85.3211009174312,Ampicillin
Canada,2011,61.53846153846154,Ampicillin
Canada,2012,80.37974683544304,Ampicillin
Canada,2013,80.1470588235294,Ampicillin
Canada,2014,82.45614035087719,Ampicillin
Canada,2015,79.48717948717949,Ampicillin
Canada,2016,86.11111111111111,Ampicillin
Canada,2017,79.26829268292683,Ampicillin
Chile,2005,100.0,Ampicillin
Chile,2006,87.87878787878788,Ampicillin
Chile,2007,95.71428571428571,Ampicillin
Chile,2008,96.72131147540983,Ampicillin
Chile,2009,95.65217391304348,Ampicillin
Chile,2012,98.27586206896552,Ampicillin
Chile,2013,94.50549450549451,Ampicillin
Chile,2014,94.81481481481481,Ampicillin
Chile,2015,96.7948717948718,Ampicillin
Chile,2016,92.25806451612904,Ampicillin
Chile,2017,98.1981981981982,Ampicillin
China,2004,95.0,Ampicillin
China,2005,86.36363636363636,Ampicillin
China,2006,95.45454545454545,Ampicillin
China,2008,100.0,Ampicillin
China,2009,95.65217391304348,Ampicillin
China,2010,92.95774647887323,Ampicillin
China,2012,95.2,Ampicillin
China,2013,95.45454545454545,Ampicillin
China,2014,95.13513513513513,Ampicillin
China,2015,97.91666666666667,Ampicillin
China,2016,95.53072625698324,Ampicillin
Colombia,2005,95.0,Ampicillin
Colombia,2006,97.22222222222223,Ampicillin
Colombia,2007,100.0,Ampicillin
Colombia,2008,95.48387096774194,Ampicillin
Colombia,2009,91.66666666666667,Ampicillin
Colombia,2010,95.04950495049505,Ampicillin
Colombia,2011,94.73684210526316,Ampicillin
Colombia,2012,90.38461538461539,Ampicillin
Colombia,2013,95.09803921568627,Ampicillin
Colombia,2014,94.5945945945946,Ampicillin
Colombia,2015,90.34482758620689,Ampicillin
Colombia,2016,92.55319148936171,Ampicillin
Colombia,2017,97.85714285714286,Ampicillin
Croatia,2006,100.0,Ampicillin
Croatia,2007,94.44444444444444,Ampicillin
Croatia,2008,98.57142857142857,Ampicillin
Croatia,2009,85.71428571428571,Ampicillin
Croatia,2010,94.0,Ampicillin
Croatia,2013,84.0,Ampicillin
Croatia,2014,100.0,Ampicillin
Croatia,2015,95.83333333333333,Ampicillin
Croatia,2016,93.15068493150685,Ampicillin
Croatia,2017,96.55172413793103,Ampicillin
Czech Republic,2006,88.0,Ampicillin
Czech Republic,2007,74.4186046511628,Ampicillin
Czech Republic,2008,88.37209302325581,Ampicillin
Czech Republic,2009,95.1219512195122,Ampicillin
Czech Republic,2010,91.30434782608695,Ampicillin
Czech Republic,2011,90.47619047619048,Ampicillin
Czech Republic,2012,100.0,Ampicillin
Czech Republic,2013,94.20289855072464,Ampicillin
Czech Republic,2014,93.98496240601504,Ampicillin
Czech Republic,2015,96.82539682539682,Ampicillin
Czech Republic,2016,96.90721649484536,Ampicillin
Czech Republic,2017,94.14414414414415,Ampicillin
Denmark,2006,69.6969696969697,Ampicillin
Denmark,2007,87.32394366197182,Ampicillin
Denmark,2008,83.78378378378379,Ampicillin
Denmark,2009,90.9090909090909,Ampicillin
Denmark,2010,91.89189189189189,Ampicillin
Denmark,2011,60.0,Ampicillin
Denmark,2012,86.53846153846153,Ampicillin
Denmark,2013,78.43137254901961,Ampicillin
Denmark,2014,84.39716312056737,Ampicillin
Denmark,2015,80.8080808080808,Ampicillin
Denmark,2016,92.72727272727273,Ampicillin
Denmark,2017,97.05882352941177,Ampicillin
Egypt,2011,94.73684210526316,Ampicillin
Egypt,2012,100.0,Ampicillin
Egypt,2013,96.55172413793103,Ampicillin
El Salvador,2009,93.93939393939394,Ampicillin
El Salvador,2010,91.17647058823529,Ampicillin
Finland,2006,77.77777777777777,Ampicillin
Finland,2007,100.0,Ampicillin
Finland,2008,100.0,Ampicillin
Finland,2010,66.66666666666667,Ampicillin
Finland,2011,81.25,Ampicillin
Finland,2013,59.45945945945946,Ampicillin
Finland,2014,53.57142857142857,Ampicillin
Finland,2016,57.142857142857146,Ampicillin
France,2004,79.1044776119403,Ampicillin
France,2005,85.18518518518519,Ampicillin
France,2006,81.81818181818181,Ampicillin
France,2007,87.65432098765432,Ampicillin
France,2008,85.21739130434783,Ampicillin
France,2009,86.06271777003484,Ampicillin
France,2010,88.14229249011858,Ampicillin
France,2011,80.37735849056604,Ampicillin
France,2012,88.84297520661157,Ampicillin
France,2013,85.2233676975945,Ampicillin
France,2014,88.75305623471883,Ampicillin
France,2015,87.89625360230548,Ampicillin
France,2016,91.06699751861042,Ampicillin
France,2017,93.42465753424658,Ampicillin
Germany,2004,90.9090909090909,Ampicillin
Germany,2005,65.51724137931035,Ampicillin
Germany,2006,88.23529411764706,Ampicillin
Germany,2007,90.83333333333333,Ampicillin
Germany,2008,85.6,Ampicillin
Germany,2009,86.59217877094972,Ampicillin
Germany,2010,86.66666666666667,Ampicillin
Germany,2011,77.98165137614679,Ampicillin
Germany,2012,89.67391304347827,Ampicillin
Germany,2013,76.79083094555874,Ampicillin
Germany,2014,81.88235294117646,Ampicillin
Germany,2015,82.56880733944953,Ampicillin
Germany,2016,90.17857142857143,Ampicillin
Germany,2017,89.91596638655462,Ampicillin
Greece,2004,92.3076923076923,Ampicillin
Greece,2005,93.75,Ampicillin
Greece,2006,88.23529411764706,Ampicillin
Greece,2007,82.0,Ampicillin
Greece,2008,89.79591836734694,Ampicillin
Greece,2009,68.14159292035399,Ampicillin
Greece,2010,92.3076923076923,Ampicillin
Greece,2011,54.54545454545455,Ampicillin
Greece,2012,91.86046511627907,Ampicillin
Greece,2013,95.50561797752809,Ampicillin
Greece,2014,94.76744186046511,Ampicillin
Greece,2015,96.8944099378882,Ampicillin
Greece,2016,95.0,Ampicillin
Greece,2017,96.12403100775194,Ampicillin
Guatemala,2006,100.0,Ampicillin
Guatemala,2007,100.0,Ampicillin
Guatemala,2008,100.0,Ampicillin
Guatemala,2009,85.18518518518519,Ampicillin
Guatemala,2010,95.83333333333333,Ampicillin
Guatemala,2015,100.0,Ampicillin
Guatemala,2016,97.29729729729729,Ampicillin
Guatemala,2017,100.0,Ampicillin
Honduras,2006,100.0,Ampicillin
Honduras,2007,100.0,Ampicillin
Honduras,2009,91.11111111111111,Ampicillin
Hong Kong,2006,83.33333333333333,Ampicillin
Hong Kong,2007,76.08695652173913,Ampicillin
Hong Kong,2010,78.26086956521739,Ampicillin
Hong Kong,2013,100.0,Ampicillin
Hong Kong,2014,96.0,Ampicillin
Hong Kong,2015,90.47619047619048,Ampicillin
Hong Kong,2016,83.87096774193549,Ampicillin
Hong Kong,2017,100.0,Ampicillin
Hungary,2004,100.0,Ampicillin
Hungary,2007,59.09090909090909,Ampicillin
Hungary,2008,89.85507246376811,Ampicillin
Hungary,2009,94.73684210526316,Ampicillin
Hungary,2010,93.93939393939394,Ampicillin
Hungary,2012,88.52459016393442,Ampicillin
Hungary,2013,93.87755102040816,Ampicillin
Hungary,2014,94.44444444444444,Ampicillin
Hungary,2015,91.81818181818181,Ampicillin
Hungary,2016,92.6829268292683,Ampicillin
Hungary,2017,93.7062937062937,Ampicillin
India,2004,96.0,Ampicillin
India,2006,100.0,Ampicillin
India,2007,97.14285714285714,Ampicillin
India,2008,92.5925925925926,Ampicillin
India,2009,95.83333333333333,Ampicillin
India,2015,81.81818181818181,Ampicillin
India,2016,92.3076923076923,Ampicillin
Indonesia,2008,100.0,Ampicillin
Ireland,2004,100.0,Ampicillin
Ireland,2005,96.15384615384616,Ampicillin
Ireland,2006,70.0,Ampicillin
Ireland,2007,91.89189189189189,Ampicillin
Ireland,2008,92.5,Ampicillin
Ireland,2009,93.47826086956522,Ampicillin
Ireland,2010,94.87179487179488,Ampicillin
Ireland,2011,75.67567567567568,Ampicillin
Ireland,2012,67.44186046511628,Ampicillin
Ireland,2013,85.71428571428571,Ampicillin
Ireland,2014,82.5,Ampicillin
Ireland,2015,95.34883720930233,Ampicillin
Ireland,2016,92.5925925925926,Ampicillin
Ireland,2017,91.17647058823529,Ampicillin
Israel,2005,100.0,Ampicillin
Israel,2006,88.57142857142857,Ampicillin
Israel,2007,94.87179487179488,Ampicillin
Israel,2008,93.7984496124031,Ampicillin
Israel,2009,89.20454545454545,Ampicillin
Israel,2010,91.70984455958549,Ampicillin
Israel,2012,97.10144927536231,Ampicillin
Israel,2013,96.11650485436893,Ampicillin
Israel,2014,97.12230215827338,Ampicillin
Israel,2015,97.19626168224299,Ampicillin
Israel,2016,94.11764705882354,Ampicillin
Israel,2017,97.1830985915493,Ampicillin
Italy,2004,94.8051948051948,Ampicillin
Italy,2005,82.55813953488372,Ampicillin
Italy,2006,88.94736842105263,Ampicillin
Italy,2007,93.7007874015748,Ampicillin
Italy,2008,90.0,Ampicillin
Italy,2009,91.04477611940298,Ampicillin
Italy,2010,91.2133891213389,Ampicillin
Italy,2011,92.0754716981132,Ampicillin
Italy,2012,94.67787114845939,Ampicillin
Italy,2013,92.16152019002375,Ampicillin
Italy,2014,93.97363465160075,Ampicillin
Italy,2015,91.93154034229829,Ampicillin
Italy,2016,94.03973509933775,Ampicillin
Italy,2017,95.8656330749354,Ampicillin
Jamaica,2006,95.83333333333333,Ampicillin
Japan,2012,86.84210526315789,Ampicillin
Japan,2013,67.9245283018868,Ampicillin
Japan,2014,90.19607843137256,Ampicillin
Japan,2015,81.25,Ampicillin
Japan,2016,87.77777777777777,Ampicillin
Japan,2017,93.10344827586206,Ampicillin
Jordan,2010,92.0,Ampicillin
Jordan,2011,86.95652173913044,Ampicillin
Jordan,2012,96.0,Ampicillin
Jordan,2013,100.0,Ampicillin
Jordan,2015,95.83333333333333,Ampicillin
Jordan,2016,96.0,Ampicillin
Jordan,2017,92.0,Ampicillin
Kenya,2013,92.85714285714286,Ampicillin
Kenya,2014,91.30434782608695,Ampicillin
"Korea, South",2005,85.0,Ampicillin
"Korea, South",2006,95.55555555555556,Ampicillin
"Korea, South",2007,92.5925925925926,Ampicillin
"Korea, South",2008,84.0,Ampicillin
"Korea, South",2009,84.50704225352112,Ampicillin
"Korea, South",2010,90.69767441860465,Ampicillin
"Korea, South",2012,91.83673469387755,Ampicillin
"Korea, South",2013,97.43589743589743,Ampicillin
"Korea, South",2014,93.93939393939394,Ampicillin
"Korea, South",2015,91.93548387096774,Ampicillin
"Korea, South",2016,93.83561643835617,Ampicillin
"Korea, South",2017,97.65625,Ampicillin
Kuwait,2012,95.23809523809524,Ampicillin
Kuwait,2013,94.6236559139785,Ampicillin
Kuwait,2014,96.29629629629629,Ampicillin
Kuwait,2015,97.65625,Ampicillin
Kuwait,2016,95.13888888888889,Ampicillin
Kuwait,2017,98.6013986013986,Ampicillin
Latvia,2004,91.66666666666667,Ampicillin
Latvia,2005,66.66666666666667,Ampicillin
Latvia,2008,92.0,Ampicillin
Latvia,2009,81.25,Ampicillin
Latvia,2010,95.0,Ampicillin
Latvia,2016,100.0,Ampicillin
Latvia,2017,81.81818181818181,Ampicillin
Lithuania,2006,92.3076923076923,Ampicillin
Lithuania,2008,87.17948717948718,Ampicillin
Lithuania,2010,90.0,Ampicillin
Lithuania,2016,100.0,Ampicillin
Lithuania,2017,100.0,Ampicillin
Malaysia,2008,66.66666666666667,Ampicillin
Malaysia,2009,95.45454545454545,Ampicillin
Malaysia,2010,96.0,Ampicillin
Malaysia,2013,87.77777777777777,Ampicillin
Malaysia,2014,98.59154929577464,Ampicillin
Malaysia,2015,94.23076923076923,Ampicillin
Malaysia,2016,63.63636363636363,Ampicillin
Mauritius,2009,100.0,Ampicillin
Mexico,2005,91.66666666666667,Ampicillin
Mexico,2006,77.04918032786885,Ampicillin
Mexico,2007,82.4074074074074,Ampicillin
Mexico,2008,92.03187250996017,Ampicillin
Mexico,2009,88.71794871794872,Ampicillin
Mexico,2010,96.1038961038961,Ampicillin
Mexico,2011,85.71428571428571,Ampicillin
Mexico,2012,92.5925925925926,Ampicillin
Mexico,2013,96.3768115942029,Ampicillin
Mexico,2014,92.78350515463917,Ampicillin
Mexico,2015,94.23868312757202,Ampicillin
Mexico,2016,92.4901185770751,Ampicillin
Mexico,2017,99.1869918699187,Ampicillin
Morocco,2011,81.81818181818181,Ampicillin
Morocco,2012,96.42857142857143,Ampicillin
Morocco,2013,95.65217391304348,Ampicillin
Morocco,2015,100.0,Ampicillin
Morocco,2016,91.30434782608695,Ampicillin
Morocco,2017,100.0,Ampicillin
Namibia,2008,91.66666666666667,Ampicillin
Namibia,2009,54.54545454545455,Ampicillin
Netherlands,2004,75.0,Ampicillin
Netherlands,2006,100.0,Ampicillin
Netherlands,2007,100.0,Ampicillin
Netherlands,2008,78.78787878787878,Ampicillin
Netherlands,2009,70.0,Ampicillin
Netherlands,2010,69.56521739130434,Ampicillin
Netherlands,2011,76.19047619047619,Ampicillin
Netherlands,2012,79.45205479452055,Ampicillin
Netherlands,2013,83.58208955223881,Ampicillin
Netherlands,2014,75.71428571428571,Ampicillin
Netherlands,2015,65.68627450980392,Ampicillin
Netherlands,2016,84.44444444444444,Ampicillin
Netherlands,2017,91.42857142857143,Ampicillin
Nicaragua,2006,100.0,Ampicillin
Nigeria,2013,100.0,Ampicillin
Nigeria,2014,97.84946236559139,Ampicillin
Norway,2006,82.3529411764706,Ampicillin
Oman,2007,95.83333333333333,Ampicillin
Pakistan,2004,100.0,Ampicillin
Pakistan,2005,84.61538461538461,Ampicillin
Pakistan,2006,92.3076923076923,Ampicillin
Pakistan,2015,89.47368421052632,Ampicillin
Pakistan,2016,86.20689655172414,Ampicillin
Pakistan,2017,100.0,Ampicillin
Panama,2005,100.0,Ampicillin
Panama,2006,60.0,Ampicillin
Panama,2007,100.0,Ampicillin
Panama,2008,79.3103448275862,Ampicillin
Panama,2009,100.0,Ampicillin
Panama,2010,100.0,Ampicillin
Panama,2012,88.0,Ampicillin
Panama,2013,91.30434782608695,Ampicillin
Panama,2014,92.85714285714286,Ampicillin
Panama,2015,100.0,Ampicillin
Panama,2016,100.0,Ampicillin
Panama,2017,87.5,Ampicillin
Philippines,2004,90.47619047619048,Ampicillin
Philippines,2006,95.0,Ampicillin
Philippines,2007,92.5925925925926,Ampicillin
Philippines,2012,95.45454545454545,Ampicillin
Philippines,2013,100.0,Ampicillin
Philippines,2014,100.0,Ampicillin
Philippines,2015,95.45454545454545,Ampicillin
Philippines,2016,92.89617486338798,Ampicillin
Philippines,2017,98.41269841269842,Ampicillin
Poland,2004,93.75,Ampicillin
Poland,2008,100.0,Ampicillin
Poland,2009,95.6896551724138,Ampicillin
Poland,2010,98.71794871794872,Ampicillin
Poland,2013,96.26168224299066,Ampicillin
Poland,2014,95.96774193548387,Ampicillin
Poland,2015,96.82539682539682,Ampicillin
Poland,2016,98.55072463768116,Ampicillin
Poland,2017,98.51851851851852,Ampicillin
Portugal,2004,85.71428571428571,Ampicillin
Portugal,2006,100.0,Ampicillin
Portugal,2007,100.0,Ampicillin
Portugal,2008,72.0,Ampicillin
Portugal,2009,98.66666666666667,Ampicillin
Portugal,2010,95.65217391304348,Ampicillin
Portugal,2011,98.57142857142857,Ampicillin
Portugal,2012,91.2568306010929,Ampicillin
Portugal,2013,94.11764705882354,Ampicillin
Portugal,2014,94.83568075117371,Ampicillin
Portugal,2015,91.62790697674419,Ampicillin
Portugal,2016,91.41414141414141,Ampicillin
Portugal,2017,98.22485207100591,Ampicillin
Puerto Rico,2006,100.0,Ampicillin
Romania,2008,97.5609756097561,Ampicillin
Romania,2009,98.59154929577464,Ampicillin
Romania,2010,98.61111111111111,Ampicillin
Romania,2012,98.36065573770492,Ampicillin
Romania,2013,97.84946236559139,Ampicillin
Romania,2014,98.1651376146789,Ampicillin
Romania,2015,98.59154929577464,Ampicillin
Romania,2016,100.0,Ampicillin
Romania,2017,100.0,Ampicillin
Russia,2012,99.2248062015504,Ampicillin
Russia,2013,97.41379310344827,Ampicillin
Russia,2014,97.63313609467455,Ampicillin
Russia,2015,96.52173913043478,Ampicillin
Russia,2016,95.0,Ampicillin
Russia,2017,97.29729729729729,Ampicillin
Saudi Arabia,2009,95.83333333333333,Ampicillin
Saudi Arabia,2011,94.5945945945946,Ampicillin
Saudi Arabia,2012,97.29729729729729,Ampicillin
Saudi Arabia,2013,100.0,Ampicillin
Saudi Arabia,2015,100.0,Ampicillin
Saudi Arabia,2016,96.15384615384616,Ampicillin
Serbia,2017,100.0,Ampicillin
Singapore,2004,77.08333333333333,Ampicillin
Singapore,2005,100.0,Ampicillin
Singapore,2006,80.76923076923077,Ampicillin
Singapore,2007,97.72727272727273,Ampicillin
Singapore,2008,88.0,Ampicillin
Singapore,2009,87.5,Ampicillin
Singapore,2010,96.0,Ampicillin
Singapore,2015,100.0,Ampicillin
Slovak Republic,2007,86.0,Ampicillin
Slovak Republic,2008,100.0,Ampicillin
Slovak Republic,2009,90.0,Ampicillin
Slovak Republic,2010,100.0,Ampicillin
Slovak Republic,2011,100.0,Ampicillin
Slovenia,2006,57.142857142857146,Ampicillin
Slovenia,2007,83.87096774193549,Ampicillin
Slovenia,2008,95.45454545454545,Ampicillin
Slovenia,2009,94.11764705882354,Ampicillin
Slovenia,2010,100.0,Ampicillin
South Africa,2005,90.42553191489361,Ampicillin
South Africa,2006,93.97590361445783,Ampicillin
South Africa,2007,89.0909090909091,Ampicillin
South Africa,2011,92.6829268292683,Ampicillin
South Africa,2012,94.79166666666667,Ampicillin
South Africa,2013,94.68085106382979,Ampicillin
South Africa,2014,87.87878787878788,Ampicillin
South Africa,2015,83.4862385321101,Ampicillin
South Africa,2016,92.66666666666667,Ampicillin
South Africa,2017,96.3855421686747,Ampicillin
Spain,2004,78.04878048780488,Ampicillin
Spain,2005,81.53846153846153,Ampicillin
Spain,2007,92.07920792079207,Ampicillin
Spain,2008,92.33128834355828,Ampicillin
Spain,2009,91.94029850746269,Ampicillin
Spain,2010,95.81395348837209,Ampicillin
Spain,2011,87.91946308724832,Ampicillin
Spain,2012,91.87192118226601,Ampicillin
Spain,2013,90.55555555555556,Ampicillin
Spain,2014,89.33601609657947,Ampicillin
Spain,2015,91.84100418410041,Ampicillin
Spain,2016,92.17002237136465,Ampicillin
Spain,2017,95.17543859649123,Ampicillin
Sweden,2005,46.666666666666664,Ampicillin
Sweden,2006,76.92307692307692,Ampicillin
Sweden,2007,70.0,Ampicillin
Sweden,2008,93.33333333333333,Ampicillin
Sweden,2009,82.6923076923077,Ampicillin
Sweden,2010,85.96491228070175,Ampicillin
Sweden,2011,59.183673469387756,Ampicillin
Sweden,2012,69.72477064220183,Ampicillin
Sweden,2013,87.77777777777777,Ampicillin
Sweden,2014,71.42857142857143,Ampicillin
Sweden,2017,100.0,Ampicillin
Switzerland,2004,75.0,Ampicillin
Switzerland,2006,72.22222222222223,Ampicillin
Switzerland,2008,82.05128205128206,Ampicillin
Switzerland,2009,80.0,Ampicillin
Switzerland,2010,93.75,Ampicillin
Switzerland,2011,65.0,Ampicillin
Switzerland,2012,80.55555555555556,Ampicillin
Switzerland,2013,80.32786885245902,Ampicillin
Switzerland,2014,78.125,Ampicillin
Switzerland,2015,92.3076923076923,Ampicillin
Switzerland,2016,97.14285714285714,Ampicillin
Switzerland,2017,96.29629629629629,Ampicillin
Taiwan,2006,88.42105263157895,Ampicillin
Taiwan,2007,94.44444444444444,Ampicillin
Taiwan,2008,100.0,Ampicillin
Taiwan,2009,100.0,Ampicillin
Taiwan,2012,95.77464788732394,Ampicillin
Taiwan,2013,97.26027397260275,Ampicillin
Taiwan,2014,89.32038834951456,Ampicillin
Taiwan,2015,85.15625,Ampicillin
Taiwan,2016,91.0828025477707,Ampicillin
Taiwan,2017,94.9367088607595,Ampicillin
Thailand,2008,91.48936170212765,Ampicillin
Thailand,2009,100.0,Ampicillin
Thailand,2010,100.0,Ampicillin
Thailand,2012,100.0,Ampicillin
Thailand,2013,89.47368421052632,Ampicillin
Thailand,2014,93.26923076923077,Ampicillin
Thailand,2015,87.4074074074074,Ampicillin
Thailand,2016,91.83673469387755,Ampicillin
Thailand,2017,97.31543624161074,Ampicillin
Tunisia,2011,87.09677419354838,Ampicillin
Tunisia,2012,90.0,Ampicillin
Tunisia,2013,92.3076923076923,Ampicillin
Turkey,2004,100.0,Ampicillin
Turkey,2005,95.55555555555556,Ampicillin
Turkey,2006,95.65217391304348,Ampicillin
Turkey,2008,98.87640449438203,Ampicillin
Turkey,2009,97.82608695652173,Ampicillin
Turkey,2012,97.14285714285714,Ampicillin
Turkey,2013,100.0,Ampicillin
Turkey,2014,91.08910891089108,Ampicillin
Turkey,2015,93.54838709677419,Ampicillin
Turkey,2016,98.74213836477988,Ampicillin
Turkey,2017,98.59154929577464,Ampicillin
United Kingdom,2004,80.3030303030303,Ampicillin
United Kingdom,2007,100.0,Ampicillin
United Kingdom,2008,100.0,Ampicillin
United Kingdom,2009,97.14285714285714,Ampicillin
United Kingdom,2010,100.0,Ampicillin
United Kingdom,2011,79.3103448275862,Ampicillin
United Kingdom,2012,92.3076923076923,Ampicillin
United Kingdom,2013,92.63157894736842,Ampicillin
United Kingdom,2014,86.99186991869918,Ampicillin
United Kingdom,2015,76.37795275590551,Ampicillin
United Kingdom,2016,89.94082840236686,Ampicillin
United Kingdom,2017,92.70833333333333,Ampicillin
United States,2004,81.02246320681643,Ampicillin
United States,2005,81.73455978975034,Ampicillin
United States,2006,84.35374149659864,Ampicillin
United States,2007,86.00799543118218,Ampicillin
United States,2008,85.41076487252124,Ampicillin
United States,2009,82.7455919395466,Ampicillin
United States,2010,85.30534351145039,Ampicillin
United States,2011,82.3529411764706,Ampicillin
United States,2012,83.57438016528926,Ampicillin
United States,2013,83.44895936570862,Ampicillin
United States,2014,83.60995850622406,Ampicillin
United States,2015,84.73684210526316,Ampicillin
United States,2016,82.89156626506023,Ampicillin
United States,2017,82.55813953488372,Ampicillin
Venezuela,2006,100.0,Ampicillin
Venezuela,2007,100.0,Ampicillin
Venezuela,2008,100.0,Ampicillin
Venezuela,2009,96.47058823529412,Ampicillin
Venezuela,2010,80.0,Ampicillin
Venezuela,2011,94.11764705882354,Ampicillin
Venezuela,2012,98.03921568627452,Ampicillin
Venezuela,2013,97.14285714285714,Ampicillin
Venezuela,2014,85.56701030927834,Ampicillin
Venezuela,2015,89.65517241379311,Ampicillin
Venezuela,2016,87.58169934640523,Ampicillin
